Order_ID,Order_Date,Ship_Date,Customer_ID,Region,Category,Sub_Category,Sales,Profit
CA-2015-146563,24-08-15,28-08-15,CB-12025,Central,Furniture,Tables,918.785,-118.1295
CA-2015-146563,24-08-15,28-08-15,CB-12025,Central,Office Supplies,Binders,2.724,-4.2222
CA-2016-123666,26-03-16,30-03-16,SP-20545,East,Office Supplies,Storage,459.95,18.398
CA-2016-143308,04-11-16,04-11-16,RC-19825,South,Office Supplies,Fasteners,10.74,5.2626
CA-2017-132682,08-06-17,10-06-17,TH-21235,Central,Office Supplies,Supplies,23.76,2.079
CA-2017-132682,08-06-17,10-06-17,TH-21235,Central,Office Supplies,Paper,85.056,28.7064
CA-2017-132682,08-06-17,10-06-17,TH-21235,Central,Technology,Phones,381.576,28.6182
CA-2014-156314,24-12-14,26-12-14,RP-19390,East,Furniture,Furnishings,30.36,8.7285
US-2017-106663,09-06-17,13-06-17,MO-17800,Central,Furniture,Furnishings,23.976,-14.3856
US-2017-106663,09-06-17,13-06-17,MO-17800,Central,Furniture,Tables,108.925,-71.8905
US-2017-106663,09-06-17,13-06-17,MO-17800,Central,Office Supplies,Paper,36.352,11.36
CA-2017-111178,15-06-17,22-06-17,TD-20995,Central,Office Supplies,Art,19.56,1.7115
CA-2017-130351,05-12-17,08-12-17,RB-19570,Central,Office Supplies,Appliances,61.44,16.5888
CA-2017-130351,05-12-17,08-12-17,RB-19570,Central,Office Supplies,Paper,38.9,17.505
CA-2017-130351,05-12-17,08-12-17,RB-19570,Central,Technology,Accessories,99.39,40.7499
US-2017-119438,18-03-17,23-03-17,CD-11980,Central,Office Supplies,Appliances,2.688,-7.392
US-2017-119438,18-03-17,23-03-17,CD-11980,Central,Technology,Accessories,27.816,4.5201
US-2017-119438,18-03-17,23-03-17,CD-11980,Central,Furniture,Furnishings,82.524,-41.262
US-2017-119438,18-03-17,23-03-17,CD-11980,Central,Office Supplies,Binders,182.994,-320.2395
CA-2016-164511,19-11-16,24-11-16,DJ-13630,East,Office Supplies,Binders,14.352,4.6644
CA-2016-164511,19-11-16,24-11-16,DJ-13630,East,Office Supplies,Storage,64.96,2.5984
CA-2016-164511,19-11-16,24-11-16,DJ-13630,East,Office Supplies,Storage,68.6,18.522
US-2017-168116,04-11-17,04-11-17,GT-14635,South,Technology,Machines,7999.98,-3839.9904
US-2017-168116,04-11-17,04-11-17,GT-14635,South,Office Supplies,Appliances,167.44,14.651
CA-2014-157784,05-07-14,08-07-14,MC-17845,South,Technology,Accessories,479.97,163.1898
CA-2014-157784,05-07-14,08-07-14,MC-17845,South,Office Supplies,Labels,14.62,6.8714
CA-2014-157784,05-07-14,08-07-14,MC-17845,South,Office Supplies,Paper,19.44,9.3312
CA-2017-161480,25-12-17,29-12-17,RA-19285,East,Furniture,Bookcases,191.984,4.7996
US-2014-117135,21-06-14,23-06-14,NP-18325,South,Furniture,Furnishings,104.01,14.5614
US-2014-117135,21-06-14,23-06-14,NP-18325,South,Technology,Phones,284.82,74.0532
US-2014-117135,21-06-14,23-06-14,NP-18325,South,Office Supplies,Storage,36.84,10.3152
CA-2015-131534,28-03-15,02-04-15,AB-10165,West,Technology,Accessories,166.24,24.936
CA-2015-131534,28-03-15,02-04-15,AB-10165,West,Office Supplies,Paper,33.4,16.032
CA-2015-119291,14-05-15,17-05-15,JO-15550,East,Office Supplies,Art,198.272,17.3488
CA-2015-119291,14-05-15,17-05-15,JO-15550,East,Office Supplies,Labels,47.36,17.76
CA-2015-119291,14-05-15,17-05-15,JO-15550,East,Office Supplies,Envelopes,200.984,62.8075
CA-2015-119291,14-05-15,17-05-15,JO-15550,East,Office Supplies,Labels,97.696,31.7512
CA-2015-119291,14-05-15,17-05-15,JO-15550,East,Office Supplies,Art,2.696,0.8088
CA-2015-119291,14-05-15,17-05-15,JO-15550,East,Office Supplies,Binders,18.588,-13.6312
CA-2015-119291,14-05-15,17-05-15,JO-15550,East,Office Supplies,Binders,4.896,-3.4272
CA-2017-114552,02-09-17,08-09-17,Dl-13600,East,Furniture,Furnishings,15.072,4.1448
CA-2016-163755,04-11-16,08-11-16,AS-10285,West,Furniture,Furnishings,209.88,35.6796
CA-2015-142027,09-04-15,14-04-15,JK-15370,West,Furniture,Tables,369.912,-13.8717
CA-2014-138527,12-09-14,17-09-14,BN-11470,South,Office Supplies,Paper,10.368,3.6288
CA-2014-138527,12-09-14,17-09-14,BN-11470,South,Office Supplies,Appliances,166.84,18.7695
CA-2014-138527,12-09-14,17-09-14,BN-11470,South,Technology,Accessories,15.216,2.2824
CA-2014-112158,02-12-14,04-12-14,DP-13165,East,Technology,Accessories,119.96,52.7824
CA-2014-112158,02-12-14,04-12-14,DP-13165,East,Furniture,Bookcases,883.92,-110.49
CA-2014-112158,02-12-14,04-12-14,DP-13165,East,Office Supplies,Binders,46.72,15.768
CA-2014-113887,05-04-14,07-04-14,TH-21550,East,Office Supplies,Paper,55.48,26.6304
CA-2017-146136,03-09-17,07-09-17,AP-10915,South,Office Supplies,Envelopes,24.448,8.8624
US-2017-100048,19-05-17,24-05-17,RS-19765,East,Office Supplies,Appliances,281.34,109.7226
US-2017-100048,19-05-17,24-05-17,RS-19765,East,Technology,Phones,307.98,89.3142
US-2017-100048,19-05-17,24-05-17,RS-19765,East,Technology,Accessories,299.97,113.9886
CA-2014-153150,01-07-14,06-07-14,Dl-13600,West,Office Supplies,Binders,19.92,6.972
CA-2014-130092,11-01-14,14-01-14,SV-20365,East,Furniture,Furnishings,9.94,3.0814
CA-2017-108910,24-09-17,29-09-17,KC-16540,East,Furniture,Furnishings,103.056,24.4758
CA-2014-104472,02-06-14,07-06-14,CK-12325,West,Office Supplies,Binders,59.808,19.4376
CA-2014-104472,02-06-14,07-06-14,CK-12325,West,Furniture,Furnishings,73.32,21.996
CA-2016-112942,13-02-16,18-02-16,RD-19810,West,Office Supplies,Paper,146.82,73.41
CA-2016-142335,15-12-16,19-12-16,MP-17965,Central,Furniture,Tables,1652.94,231.4116
CA-2016-142335,15-12-16,19-12-16,MP-17965,Central,Office Supplies,Storage,296.37,80.0199
CA-2014-117429,07-10-14,13-10-14,MR-17545,East,Furniture,Furnishings,129.92,21.112
CA-2016-114713,07-07-16,12-07-16,SC-20695,South,Office Supplies,Supplies,45.584,5.1282
CA-2017-144113,16-09-17,20-09-17,JF-15355,Central,Office Supplies,Envelopes,17.568,6.3684
CA-2017-144113,16-09-17,20-09-17,JF-15355,Central,Technology,Phones,55.992,5.5992
US-2016-150861,03-12-16,06-12-16,EG-13900,East,Office Supplies,Paper,182.72,84.0512
US-2016-150861,03-12-16,06-12-16,EG-13900,East,Furniture,Tables,400.032,-153.3456
US-2016-150861,03-12-16,06-12-16,EG-13900,East,Office Supplies,Storage,33.63,10.089
US-2016-150861,03-12-16,06-12-16,EG-13900,East,Furniture,Chairs,542.646,102.4998
US-2016-150861,03-12-16,06-12-16,EG-13900,East,Office Supplies,Labels,6.3,3.024
CA-2017-131954,21-01-17,25-01-17,DS-13030,West,Office Supplies,Storage,242.94,9.7176
CA-2017-131954,21-01-17,25-01-17,DS-13030,West,Technology,Accessories,179.97,86.3856
CA-2017-131954,21-01-17,25-01-17,DS-13030,West,Office Supplies,Binders,99.696,33.6474
CA-2017-131954,21-01-17,25-01-17,DS-13030,West,Office Supplies,Binders,27.936,9.4284
CA-2017-131954,21-01-17,25-01-17,DS-13030,West,Furniture,Bookcases,84.98,18.6956
CA-2017-131954,21-01-17,25-01-17,DS-13030,West,Office Supplies,Binders,18.72,6.552
CA-2014-132500,08-09-14,12-09-14,GZ-14470,West,Technology,Accessories,49.98,8.4966
CA-2014-112326,04-01-14,08-01-14,PO-19195,Central,Office Supplies,Labels,11.784,4.2717
CA-2014-112326,04-01-14,08-01-14,PO-19195,Central,Office Supplies,Storage,272.736,-64.7748
CA-2014-112326,04-01-14,08-01-14,PO-19195,Central,Office Supplies,Binders,3.54,-5.487
US-2016-146710,27-08-16,01-09-16,SS-20875,Central,Office Supplies,Supplies,51.52,-10.948
US-2016-146710,27-08-16,01-09-16,SS-20875,Central,Office Supplies,Paper,3.528,1.1466
US-2016-146710,27-08-16,01-09-16,SS-20875,Central,Office Supplies,Paper,4.624,1.6762
US-2016-146710,27-08-16,01-09-16,SS-20875,Central,Office Supplies,Supplies,55.168,6.2064
CA-2014-124429,27-05-14,27-05-14,MH-17785,West,Furniture,Tables,567.12,-28.356
CA-2014-124429,27-05-14,27-05-14,MH-17785,West,Office Supplies,Storage,359.32,7.1864
CA-2016-150889,20-03-16,22-03-16,PB-19105,Central,Technology,Phones,11.992,0.8994
CA-2017-126074,02-10-17,06-10-17,RF-19735,Central,Office Supplies,Binders,58.05,26.703
CA-2017-126074,02-10-17,06-10-17,RF-19735,Central,Furniture,Furnishings,157.74,56.7864
CA-2017-126074,02-10-17,06-10-17,RF-19735,Central,Office Supplies,Art,56.98,22.792
CA-2017-126074,02-10-17,06-10-17,RF-19735,Central,Office Supplies,Binders,2.88,1.4112
CA-2016-110499,07-04-16,09-04-16,YC-21895,West,Technology,Copiers,1199.976,374.9925
CA-2015-135272,07-12-15,12-12-15,MS-17830,West,Furniture,Furnishings,79.92,28.7712
CA-2016-140928,18-09-16,22-09-16,NB-18655,South,Furniture,Tables,383.438,-167.3184
CA-2014-106803,29-12-14,02-01-15,DC-13285,Central,Office Supplies,Storage,24.56,6.8768
CA-2014-106803,29-12-14,02-01-15,DC-13285,Central,Technology,Accessories,119.8,47.92
CA-2017-117240,23-07-17,28-07-17,CP-12340,East,Office Supplies,Binders,13.128,4.2666
CA-2017-133333,18-09-17,22-09-17,BF-11020,Central,Office Supplies,Paper,22.72,10.224
CA-2015-112319,31-08-15,05-09-15,AR-10510,West,Office Supplies,Paper,58.32,27.9936
CA-2017-126046,03-11-17,07-11-17,JC-16105,South,Office Supplies,Labels,12.39,5.6994
CA-2015-114923,08-02-15,13-02-15,LH-17020,East,Technology,Phones,107.982,-26.9955
CA-2014-162775,13-01-14,15-01-14,CS-12250,South,Office Supplies,Envelopes,11.36,5.3392
CA-2014-162775,13-01-14,15-01-14,CS-12250,South,Office Supplies,Envelopes,50.94,25.47
CA-2014-162775,13-01-14,15-01-14,CS-12250,South,Technology,Accessories,646.74,258.696
CA-2014-162775,13-01-14,15-01-14,CS-12250,South,Office Supplies,Binders,5.64,2.7072
CA-2014-162775,13-01-14,15-01-14,CS-12250,South,Office Supplies,Storage,572.58,34.3548
CA-2014-106810,14-05-14,20-05-14,AJ-10795,South,Furniture,Furnishings,310.88,23.316
CA-2016-157245,19-05-16,24-05-16,LE-16810,South,Furniture,Chairs,641.96,179.7488
CA-2017-104220,30-01-17,05-02-17,BV-11245,Central,Office Supplies,Binders,18.28,9.14
CA-2017-104220,30-01-17,05-02-17,BV-11245,Central,Technology,Phones,207,51.75
CA-2017-104220,30-01-17,05-02-17,BV-11245,Central,Office Supplies,Binders,32.35,16.175
CA-2017-104220,30-01-17,05-02-17,BV-11245,Central,Office Supplies,Binders,7.71,3.4695
CA-2017-104220,30-01-17,05-02-17,BV-11245,Central,Office Supplies,Art,40.3,10.881
CA-2017-104220,30-01-17,05-02-17,BV-11245,Central,Furniture,Furnishings,34.58,14.5236
CA-2014-165974,29-06-14,06-07-14,DL-12865,East,Office Supplies,Art,32.76,3.6855
CA-2015-144267,21-08-15,23-08-15,NZ-18565,West,Furniture,Chairs,544.008,40.8006
CA-2015-144267,21-08-15,23-08-15,NZ-18565,West,Office Supplies,Paper,59.94,28.1718
CA-2015-144267,21-08-15,23-08-15,NZ-18565,West,Office Supplies,Paper,23.92,11.7208
CA-2015-144267,21-08-15,23-08-15,NZ-18565,West,Office Supplies,Paper,4.28,1.926
US-2015-157014,03-10-15,06-10-15,BM-11785,East,Office Supplies,Binders,32.07,-22.449
US-2015-157014,03-10-15,06-10-15,BM-11785,East,Technology,Accessories,24,-2.7
US-2015-157014,03-10-15,06-10-15,BM-11785,East,Furniture,Bookcases,35.49,-15.6156
US-2015-157014,03-10-15,06-10-15,BM-11785,East,Technology,Accessories,47.984,0.5998
CA-2015-154921,23-05-15,28-05-15,EA-14035,South,Office Supplies,Envelopes,186.69,87.7443
CA-2017-129567,17-03-17,21-03-17,CL-12565,West,Office Supplies,Binders,17.456,5.8914
CA-2015-154620,12-12-15,16-12-15,LT-17110,West,Furniture,Chairs,348.928,34.8928
CA-2015-115938,26-06-15,30-06-15,SA-20830,South,Office Supplies,Binders,143.96,69.1008
CA-2015-115938,26-06-15,30-06-15,SA-20830,South,Office Supplies,Storage,15.42,4.1634
CA-2015-115938,26-06-15,30-06-15,SA-20830,South,Office Supplies,Binders,43.04,21.0896
CA-2015-115938,26-06-15,30-06-15,SA-20830,South,Furniture,Chairs,332.94,79.9056
CA-2016-105256,20-05-16,20-05-16,JK-15730,South,Technology,Phones,1363.96,85.2475
CA-2014-156433,20-09-14,26-09-14,ES-14020,West,Office Supplies,Labels,9.96,4.5816
CA-2014-156433,20-09-14,26-09-14,ES-14020,West,Office Supplies,Paper,21.72,10.6428
CA-2017-151428,21-09-17,26-09-17,RH-19495,Central,Office Supplies,Binders,20.16,9.8784
CA-2015-124653,24-12-15,26-12-15,DB-13120,East,Office Supplies,Paper,132.79,63.7392
CA-2015-124653,24-12-15,26-12-15,DB-13120,East,Office Supplies,Paper,12.96,6.2208
CA-2015-124653,24-12-15,26-12-15,DB-13120,East,Office Supplies,Labels,21.56,10.3488
CA-2015-101910,27-11-15,03-12-15,CD-11920,West,Furniture,Chairs,283.92,17.745
CA-2017-105809,20-02-17,23-02-17,HW-14935,West,Furniture,Furnishings,22.23,7.3359
CA-2017-105809,20-02-17,23-02-17,HW-14935,West,Technology,Phones,215.968,18.8972
CA-2016-136133,18-08-16,23-08-16,HW-14935,East,Office Supplies,Appliances,355.32,99.4896
CA-2016-115504,12-03-16,17-03-16,MC-18130,South,Office Supplies,Paper,12.96,6.2208
CA-2017-135783,22-04-17,24-04-17,GM-14440,West,Furniture,Furnishings,18.28,6.2152
CA-2014-134313,01-11-14,07-11-14,RA-19915,West,Office Supplies,Art,43.176,4.3176
CA-2014-134313,01-11-14,07-11-14,RA-19915,West,Technology,Phones,1983.968,247.996
CA-2015-140921,03-02-15,05-02-15,AA-10375,Central,Furniture,Furnishings,28.4,11.076
CA-2015-140921,03-02-15,05-02-15,AA-10375,Central,Technology,Accessories,149.97,50.9898
CA-2014-151995,13-10-14,15-10-14,ZC-21910,West,Office Supplies,Art,11.52,3.2256
CA-2014-151995,13-10-14,15-10-14,ZC-21910,West,Furniture,Tables,1298.55,311.652
CA-2014-151995,13-10-14,15-10-14,ZC-21910,West,Office Supplies,Appliances,213.92,62.0368
CA-2014-151995,13-10-14,15-10-14,ZC-21910,West,Technology,Accessories,25.78,2.578
CA-2017-143686,14-05-17,14-05-17,PJ-19015,West,Furniture,Furnishings,18.28,6.2152
CA-2017-143686,14-05-17,14-05-17,PJ-19015,West,Technology,Accessories,1399.93,601.9699
CA-2015-106565,20-03-15,23-03-15,BW-11110,Central,Office Supplies,Paper,51.84,24.8832
CA-2016-149370,15-09-16,19-09-16,DB-13210,East,Office Supplies,Paper,5.344,1.8704
CA-2014-140858,28-06-14,02-07-14,CA-12775,East,Office Supplies,Paper,41.472,14.5152
CA-2014-140858,28-06-14,02-07-14,CA-12775,East,Office Supplies,Binders,3.168,-2.4288
CA-2014-140858,28-06-14,02-07-14,CA-12775,East,Furniture,Chairs,1228.465,0
CA-2014-140858,28-06-14,02-07-14,CA-12775,East,Office Supplies,Binders,31.086,-22.7964
CA-2014-140858,28-06-14,02-07-14,CA-12775,East,Office Supplies,Paper,335.52,117.432
CA-2017-101434,20-06-17,27-06-17,TR-21325,East,Technology,Accessories,239.97,71.991
CA-2017-101434,20-06-17,27-06-17,TR-21325,East,Office Supplies,Labels,9.82,4.8118
US-2014-102071,09-05-14,15-05-14,PG-18820,West,Technology,Accessories,67.8,4.068
US-2014-102071,09-05-14,15-05-14,PG-18820,West,Technology,Accessories,167.97,40.3128
CA-2017-126956,21-08-17,28-08-17,GT-14710,Central,Office Supplies,Fasteners,35,16.8
CA-2017-126956,21-08-17,28-08-17,GT-14710,Central,Office Supplies,Supplies,37.24,10.7996
CA-2017-126956,21-08-17,28-08-17,GT-14710,Central,Office Supplies,Envelopes,15.28,7.4872
CA-2017-129462,16-06-17,21-06-17,JE-15745,South,Furniture,Chairs,301.96,90.588
CA-2017-129462,16-06-17,21-06-17,JE-15745,South,Office Supplies,Appliances,180.66,50.5848
CA-2017-129462,16-06-17,21-06-17,JE-15745,South,Technology,Phones,191.98,51.8346
CA-2017-129462,16-06-17,21-06-17,JE-15745,South,Technology,Phones,65.99,17.1574
CA-2016-165316,23-07-16,27-07-16,JB-15400,South,Office Supplies,Art,35.216,2.6412
CA-2016-165316,23-07-16,27-07-16,JB-15400,South,Office Supplies,Appliances,23.696,6.5164
CA-2016-165316,23-07-16,27-07-16,JB-15400,South,Technology,Machines,265.475,-111.4995
US-2014-115987,08-09-14,13-09-14,LH-17020,Central,Office Supplies,Binders,51.184,-79.3352
US-2017-156083,04-11-17,11-11-17,JL-15175,South,Office Supplies,Paper,9.664,3.2616
US-2016-137547,07-03-16,12-03-16,EB-13705,Central,Technology,Phones,21.072,1.5804
CA-2015-100454,20-11-15,25-11-15,BM-11650,East,Office Supplies,Art,60.45,16.3215
CA-2015-100454,20-11-15,25-11-15,BM-11650,East,Office Supplies,Art,11.52,3.3408
CA-2015-100454,20-11-15,25-11-15,BM-11650,East,Furniture,Bookcases,186.048,9.3024
CA-2016-161669,07-11-16,09-11-16,EM-14095,West,Office Supplies,Binders,37.44,11.7
CA-2016-161669,07-11-16,09-11-16,EM-14095,West,Office Supplies,Binders,26.976,8.7672
CA-2016-161669,07-11-16,09-11-16,EM-14095,West,Office Supplies,Supplies,11.36,3.2944
CA-2016-161669,07-11-16,09-11-16,EM-14095,West,Office Supplies,Labels,14.62,6.8714
CA-2015-114300,13-10-15,17-10-15,AF-10885,South,Technology,Phones,83.72,23.4416
CA-2015-114300,13-10-15,17-10-15,AF-10885,South,Furniture,Chairs,287.94,77.7438
CA-2017-107503,01-01-17,06-01-17,GA-14725,East,Furniture,Furnishings,48.896,8.5568
CA-2014-107755,07-02-14,12-02-14,CK-12760,East,Technology,Accessories,115.36,49.6048
CA-2016-152534,20-06-16,25-06-16,DP-13105,West,Office Supplies,Art,5.16,1.3416
CA-2016-152534,20-06-16,25-06-16,DP-13105,West,Office Supplies,Paper,38.88,18.6624
CA-2016-113747,28-05-16,04-06-16,VD-21670,South,Office Supplies,Art,185.88,50.1876
CA-2016-123274,19-02-16,24-02-16,GT-14710,East,Furniture,Furnishings,44.46,14.6718
CA-2016-123274,19-02-16,24-02-16,GT-14710,East,Office Supplies,Storage,242.94,9.7176
CA-2014-125612,03-08-14,08-08-14,BK-11260,East,Office Supplies,Paper,39.96,18.7812
CA-2014-125612,03-08-14,08-08-14,BK-11260,East,Office Supplies,Supplies,102.3,26.598
CA-2014-125612,03-08-14,08-08-14,BK-11260,East,Office Supplies,Storage,21.36,5.7672
CA-2017-161984,10-04-17,15-04-17,SJ-20125,East,Office Supplies,Paper,7.61,3.5767
CA-2017-161984,10-04-17,15-04-17,SJ-20125,East,Office Supplies,Fasteners,7.16,3.58
CA-2014-133851,09-06-14,16-06-14,CM-12445,West,Office Supplies,Supplies,7.36,0.1472
CA-2014-133851,09-06-14,16-06-14,CM-12445,West,Office Supplies,Art,23.1,10.626
CA-2016-134474,05-01-16,07-01-16,AJ-10795,South,Technology,Accessories,191.472,40.6878
CA-2016-134474,05-01-16,07-01-16,AJ-10795,South,Office Supplies,Art,5.248,0.5904
CA-2016-134474,05-01-16,07-01-16,AJ-10795,South,Technology,Phones,59.184,5.1786
CA-2014-149020,10-01-14,15-01-14,AJ-10780,South,Office Supplies,Labels,2.89,1.3583
CA-2014-149020,10-01-14,15-01-14,AJ-10780,South,Furniture,Furnishings,51.94,21.2954
CA-2016-134362,29-09-16,02-10-16,LS-16945,East,Office Supplies,Labels,15.936,5.1792
CA-2014-136742,06-04-14,10-04-14,GP-14740,East,Office Supplies,Binders,44.91,-35.928
CA-2016-158099,03-09-16,05-09-16,PK-18910,East,Office Supplies,Binders,1141.47,-760.98
CA-2016-158099,03-09-16,05-09-16,PK-18910,East,Technology,Phones,280.782,-46.797
CA-2015-131128,19-10-15,20-10-15,TB-21520,East,Office Supplies,Paper,34.44,17.22
CA-2014-148488,10-12-14,15-12-14,SM-20005,East,Office Supplies,Paper,11.36,5.2256
CA-2014-148488,10-12-14,15-12-14,SM-20005,East,Office Supplies,Binders,106.344,37.2204
CA-2017-114636,25-08-17,29-08-17,GA-14725,South,Office Supplies,Paper,192.16,67.256
CA-2016-116736,17-01-16,21-01-16,CC-12430,East,Furniture,Furnishings,322.59,64.518
CA-2016-116736,17-01-16,21-01-16,CC-12430,East,Technology,Accessories,29.99,13.1956
CA-2016-116736,17-01-16,21-01-16,CC-12430,East,Technology,Accessories,371.97,66.9546
US-2014-158638,17-09-14,21-09-14,AG-10765,East,Office Supplies,Binders,5.892,-4.1244
CA-2017-111689,30-11-17,02-12-17,HP-14815,East,Office Supplies,Binders,68.472,23.1093
CA-2017-111689,30-11-17,02-12-17,HP-14815,East,Furniture,Chairs,1242.9,262.39
CA-2015-129098,09-10-15,13-10-15,DK-13090,South,Office Supplies,Storage,30.84,8.3268
US-2017-123463,23-12-17,23-12-17,GZ-14470,West,Office Supplies,Art,13.48,5.9312
CA-2016-165148,22-10-16,24-10-16,PM-19135,Central,Furniture,Furnishings,31.4,10.048
CA-2014-134061,29-04-14,04-05-14,LL-16840,East,Furniture,Furnishings,17.46,5.9364
CA-2015-143602,25-04-15,28-04-15,JS-15595,West,Office Supplies,Binders,13.944,4.5318
CA-2017-115364,26-06-17,02-07-17,OT-18730,West,Office Supplies,Storage,83.76,1.6752
CA-2017-150707,14-10-17,19-10-17,EL-13735,East,Office Supplies,Binders,37.66,18.4534
CA-2014-104976,09-12-14,16-12-14,CK-12760,West,Office Supplies,Paper,34.68,16.9932
CA-2017-132934,20-06-17,26-06-17,JE-15475,East,Technology,Accessories,149.95,14.995
CA-2017-132934,20-06-17,26-06-17,JE-15475,East,Office Supplies,Binders,51.312,18.6006
CA-2017-133256,26-06-17,27-06-17,TH-21550,Central,Office Supplies,Paper,4.54,2.043
CA-2017-133256,26-06-17,27-06-17,TH-21550,Central,Office Supplies,Art,15.92,5.4128
CA-2017-133256,26-06-17,27-06-17,TH-21550,Central,Technology,Phones,543.92,135.98
CA-2016-105494,10-11-16,12-11-16,PC-18745,West,Office Supplies,Storage,155.82,42.0714
CA-2016-105494,10-11-16,12-11-16,PC-18745,West,Office Supplies,Binders,70.008,24.5028
CA-2016-140634,03-10-16,06-10-16,HL-15040,Central,Office Supplies,Envelopes,15.648,5.0856
CA-2014-144407,09-09-14,15-09-14,MS-17365,Central,Office Supplies,Labels,103.6,51.8
CA-2017-160983,29-10-17,31-10-17,GB-14530,East,Office Supplies,Paper,46.96,22.5408
US-2016-114622,10-04-16,12-04-16,JR-16210,East,Office Supplies,Binders,8.904,-6.5296
CA-2017-150959,11-11-17,13-11-17,TD-20995,Central,Office Supplies,Labels,10.44,3.393
CA-2017-150959,11-11-17,13-11-17,TD-20995,Central,Office Supplies,Binders,18.336,-32.088
CA-2017-132353,15-09-17,17-09-17,DB-13060,Central,Technology,Phones,323.976,20.2485
CA-2016-130477,08-04-16,12-04-16,LC-17140,West,Office Supplies,Paper,20.04,9.6192
CA-2016-130477,08-04-16,12-04-16,LC-17140,West,Office Supplies,Storage,64.96,2.5984
CA-2016-130477,08-04-16,12-04-16,LC-17140,West,Office Supplies,Paper,12.96,6.2208
CA-2017-143259,30-12-17,03-01-18,PO-18865,East,Furniture,Bookcases,323.136,12.1176
CA-2017-143259,30-12-17,03-01-18,PO-18865,East,Technology,Phones,90.93,2.7279
CA-2017-143259,30-12-17,03-01-18,PO-18865,East,Office Supplies,Binders,52.776,19.791
CA-2017-137596,02-09-17,07-09-17,BE-11335,Central,Technology,Phones,1199.8,323.946
CA-2017-137596,02-09-17,07-09-17,BE-11335,Central,Technology,Accessories,1928.78,829.3754
CA-2017-137596,02-09-17,07-09-17,BE-11335,Central,Office Supplies,Storage,352.38,81.0474
CA-2015-133627,31-05-15,07-06-15,SC-20050,East,Furniture,Furnishings,22.2,9.102
CA-2017-102519,27-11-17,29-11-17,BM-11650,Central,Furniture,Furnishings,46.94,19.2454
CA-2017-102519,27-11-17,29-11-17,BM-11650,Central,Technology,Accessories,143.73,56.0547
US-2014-141215,15-06-14,21-06-14,KL-16555,Central,Furniture,Tables,99.918,-18.5562
US-2014-141215,15-06-14,21-06-14,KL-16555,Central,Furniture,Chairs,797.944,-56.996
US-2014-141215,15-06-14,21-06-14,KL-16555,Central,Office Supplies,Binders,8.568,-14.5656
CA-2016-165218,05-03-16,11-03-16,RW-19630,Central,Office Supplies,Envelopes,149.352,50.4063
CA-2016-165218,05-03-16,11-03-16,RW-19630,Central,Office Supplies,Storage,12.992,-0.812
CA-2014-138296,05-12-14,12-12-14,RC-19825,South,Office Supplies,Storage,24.56,6.8768
CA-2015-111164,11-04-15,15-04-15,SE-20110,East,Technology,Accessories,85.14,34.9074
CA-2015-111164,11-04-15,15-04-15,SE-20110,East,Technology,Phones,21.99,10.5552
CA-2015-111164,11-04-15,15-04-15,SE-20110,East,Office Supplies,Appliances,406.6,113.848
CA-2016-149797,15-09-16,20-09-16,AH-10075,East,Office Supplies,Binders,841.568,294.5488
CA-2014-132962,13-09-14,16-09-14,JM-15535,East,Office Supplies,Paper,15.552,5.4432
CA-2014-132962,13-09-14,16-09-14,JM-15535,East,Technology,Accessories,252,53.55
CA-2015-115091,05-10-15,09-10-15,JJ-15760,South,Office Supplies,Art,46.2,12.936
CA-2015-115091,05-10-15,09-10-15,JJ-15760,South,Office Supplies,Appliances,28.84,9.5172
CA-2017-144932,14-04-17,17-04-17,AB-10165,East,Office Supplies,Art,14.592,2.5536
CA-2017-144932,14-04-17,17-04-17,AB-10165,East,Office Supplies,Art,89.856,21.3408
CA-2017-144932,14-04-17,17-04-17,AB-10165,East,Office Supplies,Paper,13.872,5.0286
CA-2017-114216,02-09-17,06-09-17,RK-19300,East,Office Supplies,Paper,12.192,4.1148
CA-2016-140081,20-06-16,24-06-16,CG-12040,East,Office Supplies,Paper,45.056,15.2064
CA-2016-140081,20-06-16,24-06-16,CG-12040,East,Office Supplies,Binders,29.718,-21.7932
CA-2016-140081,20-06-16,24-06-16,CG-12040,East,Office Supplies,Paper,15.552,5.4432
CA-2016-140081,20-06-16,24-06-16,CG-12040,East,Office Supplies,Appliances,447.696,33.5772
US-2017-111745,05-11-17,06-11-17,RA-19885,West,Technology,Accessories,159.99,54.3966
CA-2015-148250,13-12-15,17-12-15,RP-19270,West,Office Supplies,Paper,12.96,6.2208
CA-2015-148250,13-12-15,17-12-15,RP-19270,West,Office Supplies,Appliances,134.48,34.9648
CA-2016-105760,19-06-16,20-06-16,KC-16255,West,Office Supplies,Paper,17.12,8.0464
CA-2016-142958,13-12-16,20-12-16,RW-19630,West,Office Supplies,Binders,6.096,2.2098
CA-2016-142958,13-12-16,20-12-16,RW-19630,West,Furniture,Tables,1114.272,41.7852
CA-2015-120880,29-05-15,03-06-15,JL-15850,West,Office Supplies,Paper,32.4,15.552
CA-2015-120880,29-05-15,03-06-15,JL-15850,West,Office Supplies,Storage,540.57,140.5482
CA-2015-120880,29-05-15,03-06-15,JL-15850,West,Office Supplies,Binders,167.76,62.91
US-2015-140200,26-07-15,28-07-15,CA-12775,West,Furniture,Tables,393.165,-204.4458
US-2017-110576,28-11-17,02-12-17,RB-19795,East,Furniture,Furnishings,516.488,-12.9122
